word,type
vornehmen,Verb
nördlich,Other
begehen,Verb
der Umstand,Noun
anstellen,Verb
sich umziehen,Other
die Fluggesellschaft,Noun
die Legende,Noun
in Bezug auf,Other
Rast machen,Verb
der Flügel,Noun
klären,Verb
die Akademie,Noun
einwandern,Verb
noch nicht,Other
der Jahrestag,Noun
die verstärkung,Noun
dort unten,Other
sexuell,Other
Die Erwartung,Other
die Buchung,Noun
Bitte schön!,Other
Viel Glück!,Other
schweben,Verb
die Sammlung,Noun
sich verändern,Verb
letzte Nacht,Other
irgendwie,Other
Viertel nach elf,Other
der Ordner,Noun
Zimmer frei,Other
Er ist Arzt von Beruf.,Other
von jetzt an,Other
sich auflösen,Verb
aufhalten,Verb
tatsächlich,Other
heute morgen,Other
Am Wievielten?,Other
Lieblings-,Other
im Durchschnitt,Other
irgendetwas,Other
das Essen,Noun
der flieger,Noun
die Unterlage,Noun
heimlich,Other
kennenlernen,Verb
schattig,Other
am Apparat!,Other
die Rakete,Noun
Herein!,Other
der Großbuchstabe,Noun
Schade!,Other
niemand,Other
dauerhaft,Other
außergewöhnlich,Other
die Vereinigung,Noun
sich lohnen,Verb
herstellen,Verb
die Herausforderung,Noun
klingen,Verb
inhaltlich,Other
tapfer,Other
mutig,Other
beachtlich,Other
verabreden,Verb
verringern,Verb
Auf Wiedersehen.,Other
nach rechts,Verb
auskommen mit,Verb
Entschuldigung!,Other
anfragen,Verb
der Ärger,Noun
sich verstecken,Verb
die leichtigkeit,Noun
sich kämmen,Verb
der heiliger,Noun
komplett,Other
Ich möchte,Other
eingeben,Verb
ermöglichen,Verb
sich aufregen,Verb
Hallo!,Other
sich freuen,Verb
betreffen,Verb
darüber,Other
baumlos,Other
der Bestandteil,Noun
die Besprechung,Noun
die Haftung,Noun
der Missbrauch,Noun
sich über etwas ärgern,Verb
nachkommen,Verb
Er wird Koch.,Other
überhaupt nicht,Other
Wie sagt man das?,Other
bisher,Other
die kenntnis,Noun
tauchen,Verb
der Vermieter,Noun
Guten Morgen!,Other
stehen bleiben,Other
einerseits ... andererseits,Other
räumen,Verb
die Bearbeitung,Noun
die Siedlung,Noun
die Klärung,Noun
einkaufen gehen,Verb
Wie bitte?,Other
die Umwandlung,Noun
das Asyl,Noun
ganz kurz,Other
überholt,Other
anhaltend,Other
der Anbau,Noun
innerhalb,Other
Um wie viel Uhr?,Other
die Droge,Noun
auf etwas basieren,Verb
ignorieren,Verb
übersehen,Verb
eine Reise machen,Verb
systematisch,Other
sich verspäten,Verb
zu Ende sein,Verb
diejenigen,Other
die Schwarzwälder Kirschtorte,Noun
der Anbau,Noun
jeglicher,Other
schaden,Verb
grenzen an,Verb
die Betrachtung,Noun
in der Tat,Other
die herkunft,Noun
an bord,Other
hin und zurück,Other
schweigen,Verb
die Überraschung,Noun
Wie heißen Sie?,Other
der Studiengang,Noun
danklos,Other
die Existenz,Noun
Kein Problem!,Other
der Zauber,Noun
der Deal,Noun
Guten Abend!,Other
das Seil,Noun
einzigartig,Other
Ski laufen,Verb
so genannt,Other
genauso gut,Other
auspfeifen,Verb
maßgeblich,Other
zu Fuß gehen,Verb
aussagen,Verb
sich erkälten,Verb
östlich,Other
die Forderung,Noun
betragen,Verb
die Laufzeit,Noun
bestreuen,Verb
Guten Tag!,Other
meiner Meinung nach,Other
die Maßnahme,Noun
die Entdeckung,Noun
heute Nachmittag,Other
in der Öffentlichkeit,Other
Viertel vor elf,Other
erkunden,Verb
der Faden,Noun
letztes Jahr,Other
zum Nachtisch,Other
die Richtlinie,Noun
die Geduld,Noun
der Gehalt,Noun
sich beeilen,Verb
riechen nach,Verb
morgen früh,Other
schnappen,Verb
Island,Other
das Postfach,Noun
auslegen,Verb
sonstig,Other
die Ordnung,Noun
ordnungsgemäß,Other
streifen,Verb
die Rücksicht,Noun
gehoben,Other
heftig,Other
der Versehen,Noun
nach links,Verb
Prima!,Other
der Einstieg,Noun
die Stabilität,Noun
vorbei sein,Verb
sich ausruhen,Verb
z.B.,Other
die Übersetzung,Noun
die Kanzlerin,Noun
sich anziehen,Verb
dort drüben,Other
mit einem Mal,Other
entfallen,Other
das Großteil,Noun
der Bedarf,Noun
am Ende,Other
die Aktie,Noun
besser als,Other
der Fingerabdruck,Noun
nicht mehr,Other
unterfangen,Verb
verwechseln,Verb
die Zuständigkeit,Noun
das Unterfangen,Noun
ausverkaufen,Verb
die Ausstattung,Noun
der Anspruch,Noun
aufgrund,Other
sowohl ... als auch,Other
bezüglich,Other
die einnahme,Noun
die Hausarbeit,Noun
der Rückzug,Noun
rächen,Verb
mittlerweile,Other
der Zugriff,Noun
der Nachdruck,Noun
der Bürokaufmann,Noun
der Angestellter,Noun
einzeln,Other
das Kunstwerk,Noun
Angst haben,Verb
restlich,Other
bedroht,Other
überlassen,Verb
der Gesetzgeber,Noun
versetzen,Verb
fertig schreiben,Verb
der Moderator,Noun
der Beschluss,Noun
die Todesstrafe,Noun
die Genehmigung,Noun
vorstellbar,Other
schrittweise,Other
die Freiheitsstrafe,Noun
der Stellvertreter,Noun
gleichermaßen,Other
größtenteils,Other
die Schlafmöglichkeit,Noun
die Schrecken,Noun
die Zusammensetzung,Noun
die Aufklärung,Noun
sich wohl fühlen,Verb
von selbst,Other
das heißt,Noun
bisherig,Other
der Berater,Noun
blitzen,Verb
auf jeden Fall,Other
der Ärmel,Noun
sich unterhalten,Verb
die Freigabe,Noun
der Alarm,Noun
ausreichen,Verb
das Sein,Noun
